CustomerID,Name,Gender,Age,Address,Email,Annual Income (k$),Spending Score (1-100)
687,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
688,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
689,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
690,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
691,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
692,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
693,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
694,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
695,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
696,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
697,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
698,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
699,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
700,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
701,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
702,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
703,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
704,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
705,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
706,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
707,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
708,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
709,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
710,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
711,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
712,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
713,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
714,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
715,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
716,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
717,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
718,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
719,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
720,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
721,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
722,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
723,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
724,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
725,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
726,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
727,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
728,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
729,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
730,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
731,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
732,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
733,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
734,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
735,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
736,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
737,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
738,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
739,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
740,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
741,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
742,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
743,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
744,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
745,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
746,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
747,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
748,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
749,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
750,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
751,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
752,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
753,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
754,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
755,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
756,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
757,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
758,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
759,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
760,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
761,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
762,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
763,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
764,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
765,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
766,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
767,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
768,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
769,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
770,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
771,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
772,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
773,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
774,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
775,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
776,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
777,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
778,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
779,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
780,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
781,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
782,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
783,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
784,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
785,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
786,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
787,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
788,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
789,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
790,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
791,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
792,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
793,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
794,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
795,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
796,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
797,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
798,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
799,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
800,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
801,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
802,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
803,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
804,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
805,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
806,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
807,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
808,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
809,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
810,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
811,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
812,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
813,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
814,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
815,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
816,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
817,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
818,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
819,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
820,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
821,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
822,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
823,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
824,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
825,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
826,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
827,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
828,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
829,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
830,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
831,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
832,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
833,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
834,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
835,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
836,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
837,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
838,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
839,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
840,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
841,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
842,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
843,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
844,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
845,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
846,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
847,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
848,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
849,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
850,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
851,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
852,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
853,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
854,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
855,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
856,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
857,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
858,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
859,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
860,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
861,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
862,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
863,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
864,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
865,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
866,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
867,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
868,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
869,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
870,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
871,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
872,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
873,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
874,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
875,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
876,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
877,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
878,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
879,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
880,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
881,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
882,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
883,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
884,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
885,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
886,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
887,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
888,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
889,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
890,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
891,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
892,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
893,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
894,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
895,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
896,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
897,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
898,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
899,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
900,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
901,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
902,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
903,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
904,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
905,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
906,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
907,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
908,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
909,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
910,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
911,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
912,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
913,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
914,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
915,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
916,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
917,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
918,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
919,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
920,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
921,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
922,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
923,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
924,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
925,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
926,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
927,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
928,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
929,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
930,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
931,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
932,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
933,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
934,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
935,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
936,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
937,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
938,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
939,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
940,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
941,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
942,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
943,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
944,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
945,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
946,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
947,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
948,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
949,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
950,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
951,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
952,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
953,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
954,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
955,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
956,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
957,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
958,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
959,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
960,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
961,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
962,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
963,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
964,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
965,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
966,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
967,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
968,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
969,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
970,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
971,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
972,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
973,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
974,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
975,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
976,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
977,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
978,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
979,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
980,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
981,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
982,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
983,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
984,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
985,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
986,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
987,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
988,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
989,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
990,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
991,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
992,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
993,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
994,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
995,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
996,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
997,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
998,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
999,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
1000,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
1001,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
1002,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
1003,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
1004,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
1005,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
1006,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
1007,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
1008,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
1009,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
1010,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
1011,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
1012,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
1013,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
1014,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
1015,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
1016,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
1017,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
1018,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
1019,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
1020,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
1021,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
1022,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
1023,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
1024,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
1025,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
1026,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
1027,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
1028,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
1029,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
